500 2 4
0.552547 0.139389 1
0.608616 0.624797 3
-0.0207737 -1.34409 1
-1.7565 -0.0489908 2
-0.703808 -0.581854 2
-0.361399 -1.43214 1
-0.471288 0.146825 2
-0.287397 -0.582064 3
0.466843 -0.440324 1
1.19808 0.203993 4
0.623731 0.109045 4
-0.147034 0.864855 3
1.8099 -0.0763715 4
0.0825296 1.33656 3
-1.41625 -0.230932 2
0.177036 -0.457345 1
0.182693 -0.248795 1
0.837298 -0.352822 1
-0.511743 -0.859112 1
-0.494088 -0.146104 2
-0.110791 -0.461081 2
1.92169 0.569304 4
0.380823 -1.03335 1
1.08886 1.78816 3
-0.0945014 0.780551 3
-1.60407 -1.13807 2
0.479971 -1.52739 1
0.835655 0.772696 1
-0.0491502 -0.109545 3
-0.187711 -1.27262 1
0.570675 0.483418 3
0.502014 -0.308487 4
0.850674 1.90309 4
-0.292507 -0.991525 3
0.673778 -1.15982 1
0.981848 -0.00596714 4
-1.2965 -0.746682 2
1.3266 1.7941 4
0.443922 0.670929 4
1.24976 0.155183 4
1.12884 0.588444 4
-1.15693 -0.235428 2
2.08094 2.0497 4
0.0931948 -0.510068 2
1.37263 0.427991 4
-1.5098 -0.962309 2
-0.697811 0.646028 3
-1.15849 -1.33208 1
0.00689256 -0.560032 2
-0.908367 0.276011 2
2.7599 0.357891 4
1.22486 2.24776 4
0.633716 -0.566964 1
-0.868258 0.267292 2
-1.68497 -1.2144 2
-0.209624 -1.40859 1
-1.84302 -1.41145 2
1.83904 0.359216 4
0.693995 -0.961084 1
0.615202 0.647346 4
0.234327 -0.453087 1
0.206502 -0.00935642 3
1.85959 0.579962 4
-1.29994 -0.795604 1
-1.02022 -1.09612 2
-1.61464 -0.751892 2
0.395588 1.7554 3
0.101506 -0.541879 1
-1.24271 -0.595046 2
1.85146 0.918919 4
-0.253737 -0.47001 3
-0.569743 -1.03008 1
-1.30911 -0.512875 1
0.311236 0.553034 1
1.06779 2.27399 4
-0.633828 0.674742 3
-0.437398 -1.47515 1
1.71337 1.67725 4
-0.255555 -1.46991 1
-1.98672e-05 1.07428 3
2.11147 1.0409 4
0.928053 -0.272105 1
0.0766693 -0.944107 1
-1.61146 -1.32471 2
-0.253299 0.769234 3
0.523855 -0.749036 1
-0.0922137 -1.29121 1
-0.35352 0.262335 3
1.54366 1.53572 4
0.164972 1.98859 3
-0.228219 -0.28741 3
2.08914 0.813908 4
-0.509495 0.531005 3
-0.633686 1.10738 3
0.0695653 -1.25529 1
0.481759 1.02733 3
0.616781 0.970105 4
-0.572837 0.0533324 2
-1.24402 -2.22557 2
0.144748 2.0164 3
-1.20375 0.481475 3
0.71958 0.0450327 1
0.82728 1.67929 3
-1.75539 -1.32392 2
0.211259 0.534267 4
-0.638479 -0.0541697 3
0.297993 0.100261 1
1.04361 1.17431 4
0.72461 0.314193 1
0.296988 0.21225 1
0.703973 1.70093 3
-0.977154 -0.657288 1
-1.27045 -2.37872 2
-1.12537 -0.897784 1
-1.34122 -1.48877 1
1.62774 2.27514 4
0.487215 -1.16702 1
-0.782134 -0.280267 2
1.52745 0.31476 4
1.36499 2.32479 4
0.586366 0.344061 1
-0.569305 -0.164718 2
1.36486 0.108868 4
-0.333667 0.737735 4
-1.14821 -1.24295 2
0.261643 0.508223 1
0.60337 -0.0758795 4
1.72911 0.894334 4
1.01334 -0.806234 1
-0.966177 -1.48174 2
-1.28923 -1.55778 2
0.878695 -0.0849575 4
-1.02301 -1.5363 1
0.71554 0.840846 3
1.82757 1.40679 4
-0.126971 1.08178 3
-0.467733 0.854981 3
0.298942 0.745582 4
0.564345 0.868621 1
1.09476 1.054 3
0.408222 0.12445 1
-0.981093 0.136006 2
0.94495 0.505212 4
0.768596 -0.396657 1
2.03569 1.29558 4
0.228294 0.329459 4
1.73773 0.423583 4
1.09729 0.667503 3
0.0618105 1.35816 3
-0.939592 -0.242009 2
-0.42316 0.318772 3
-1.31382 -0.0571807 2
-0.568098 -0.966291 1
-1.10386 -0.226117 1
-1.39935 -0.455335 2
-0.561134 -0.152435 3
1.02601 0.57048 3
0.501198 0.0325381 4
-1.16983 -1.5703 2
-1.02483 0.479628 3
-1.451 -0.291166 2
0.591163 -0.125331 1
-0.463683 -1.14364 1
-0.183101 0.0571157 4
0.613733 -1.42572 1
0.720429 1.06265 3
-0.272631 -1.50179 1
0.119858 0.0701612 3
0.0851344 -1.69496 1
-0.640856 0.372136 3
-0.479716 0.77763 3
-0.480397 -0.00166046 3
-1.29076 -0.519242 2
-1.00494 -0.97412 1
-0.902026 -0.742763 1
-0.519581 -0.689936 3
0.738861 -1.07823 1
1.62764 0.920464 4
-0.96069 -1.35849 1
-0.552618 -0.329493 2
-1.18913 -0.000137357 2
1.58923 0.796025 4
-0.0366269 0.504555 4
-0.548167 -1.03008 1
-2.27491 -1.70371 2
-1.14358 0.0542479 2
-1.43656 -0.180967 2
-1.51748 -2.38735 2
-0.84851 -0.244124 2
0.0277983 -0.927693 1
-0.166435 0.231074 3
-1.55339 -0.226102 2
