1.2139	-1.7155	0.3280	1
-2.2019	-0.5086	0.3228	3
0.4500	-1.0771	0.3318	2
1.5072	0.2570	0.3279	1
1.2149	1.7801	0.3110	1
0.0667	-0.4966	0.3302	1
1.0381	-1.7213	0.3319	1
1.2911	1.2701	0.3186	1
1.3884	0.7071	0.3302	1
0.3338	1.2073	0.3084	1
1.5900	0.5691	0.3261	1
2.0145	-0.5905	0.3301	1
1.3846	-1.1021	0.3305	1
1.7124	-0.4770	0.3292	1
1.4442	-1.5827	0.3272	1
1.9609	-0.6082	0.3299	1
1.0681	-2.2633	0.3294	1
1.4141	-1.2113	0.3298	1
1.3181	0.1839	0.3316	1
-0.1495	0.6840	0.3330	1
0.6689	-1.6006	0.3321	1
0.6738	-2.2846	0.3291	1
0.5553	0.8384	0.3289	1
0.7840	1.2560	0.3158	1
0.7290	-0.0127	0.3316	1
0.8240	0.4311	0.3321	1
1.0334	0.5246	0.3319	1
1.3170	0.0554	0.3326	1
-0.0812	-1.7015	0.3297	1
1.1168	-2.3817	0.3298	1
0.9716	0.1196	0.3301	1
0.8949	0.9363	0.3270	1
0.7250	-1.9631	0.3302	1
2.0978	-0.3951	0.3280	1
0.9047	-0.2325	0.3301	1
-0.0166	1.0573	0.3197	1
1.4887	-0.2805	0.3291	1
1.4819	0.6428	0.3305	1
1.0215	-0.6506	0.3330	1
1.0050	0.3882	0.3296	1
1.2493	0.6419	0.3298	1
0.8300	-1.6371	0.3269	1
1.1409	-1.4449	0.3321	1
0.8162	1.1830	0.3172	1
1.7083	-0.9776	0.3308	1
1.5546	-0.9674	0.3311	1
1.7097	-0.0072	0.3293	1
1.0147	-1.7150	0.3321	1
1.6980	-0.8294	0.3308	1
1.1549	-1.1109	0.3328	1
1.1812	-1.7392	0.3278	1
0.6192	-1.3251	0.3290	1
1.2753	0.2963	0.3315	1
1.0388	-0.6254	0.3329	1
1.3774	-0.9515	0.3331	1
1.5989	-0.0030	0.3309	1
1.2369	-1.1476	0.3327	1
2.7897	-0.2654	0.3029	1
0.5253	-1.7615	0.3310	1
1.5888	1.0198	0.3126	1
1.2128	0.4952	0.3332	1
1.1470	1.4738	0.3067	1
0.8448	-1.6987	0.3301	1
1.5412	0.0548	0.3317	1
0.9396	-1.0678	0.3331	1
1.4222	-0.7477	0.3320	1
1.7975	-1.5331	0.3268	1
1.1659	-2.1988	0.3289	1
1.8712	0.7629	0.3217	1
0.3292	-2.4808	0.3141	1
0.6333	-1.4779	0.3331	1
1.7094	-1.2014	0.3305	1
1.1879	-0.5249	0.3309	1
1.0811	-0.0726	0.3311	1
1.9657	-0.7647	0.3288	1
0.5154	-1.4341	0.3284	1
1.2268	0.7617	0.3268	1
0.3815	1.1023	0.3310	1
1.0236	-0.9116	0.3324	1
0.7420	-1.8986	0.3300	1
1.1362	-0.4201	0.3325	1
1.6476	-1.2808	0.3302	1
1.3072	-0.1416	0.3319	1
1.0984	0.1776	0.3309	1
0.6626	0.8504	0.3238	1
2.0573	-0.2220	0.3303	1
0.8035	0.7114	0.3296	1
0.6521	-0.8683	0.3242	1
0.7697	-0.1801	0.3298	1
0.9914	0.9058	0.3226	1
1.6948	0.1156	0.3288	1
1.7188	-0.4988	0.3292	1
1.5951	-1.0533	0.3306	1
1.8476	-0.5150	0.3297	1
0.0366	-1.6543	0.3321	1
2.1732	-0.8538	0.3259	1
1.4958	-0.9706	0.3327	1
1.0674	-0.9375	0.3325	1
1.0163	-0.1319	0.3297	1
1.9073	-1.7646	0.3222	1
0.4989	1.3783	0.2813	1
1.5632	-0.7103	0.3304	1
1.0436	-0.1154	0.3310	1
0.4098	-1.6009	0.3254	1
1.5145	-0.7773	0.3321	1
1.7296	-0.3149	0.3292	1
1.8375	-0.4341	0.3296	1
0.5886	0.7265	0.3328	1
1.9075	-1.1786	0.3282	1
1.1152	0.3839	0.3300	1
0.9715	-0.9674	0.3318	1
1.7391	-0.2231	0.3293	1
0.2041	1.5288	0.3289	1
0.9214	0.0444	0.3297	1
0.3920	0.2205	0.3274	1
0.1090	0.9396	0.3309	1
0.9539	-1.2243	0.3332	1
0.5690	-2.1350	0.3277	1
1.0000	-1.3722	0.3304	1
0.8001	-0.0892	0.3302	1
1.9013	-0.3252	0.3298	1
1.7912	-1.6470	0.3270	1
1.1547	-0.5850	0.3329	1
1.1919	0.6597	0.3296	1
1.5086	-0.5653	0.3302	1
1.1855	-0.1787	0.3319	1
0.0474	0.4742	0.3253	2
0.6640	0.9972	0.3276	2
-0.5265	-1.0597	0.3270	2
0.6215	-1.1916	0.3333	2
-0.3263	-1.1569	0.3193	2
0.8145	-0.9746	0.3319	2
0.0691	0.8419	0.3303	2
-0.1356	-1.5731	0.3298	2
0.4535	-1.1528	0.3309	2
0.0142	-0.6381	0.3304	2
0.7557	-1.3294	0.3286	2
0.7509	0.5392	0.3318	2
0.0121	-0.2260	0.3325	2
0.1551	-0.2420	0.3320	2
0.1411	-0.2763	0.3327	2
0.1679	-1.0372	0.3281	2
0.7068	-0.7640	0.3311	2
0.6000	-0.6079	0.3253	2
1.0670	0.2239	0.3295	2
0.7925	-0.3277	0.3280	2
0.9540	-1.7026	0.3325	2
0.0952	-0.9225	0.3294	2
0.3626	-1.0341	0.3280	2
0.3335	0.6942	0.3317	2
0.1243	0.3384	0.3296	2
0.0507	-1.3157	0.3214	2
0.1558	0.6394	0.3289	2
0.4343	-0.4084	0.3314	2
0.7033	-0.8750	0.3300	1
0.0240	-1.4156	0.3232	2
0.9780	0.0977	0.3301	2
0.0255	0.2724	0.3330	2
0.0089	-1.0133	0.3303	2
-0.0152	-0.8953	0.3237	2
0.3695	-0.1546	0.3295	2
0.9571	-0.5016	0.3264	2
0.7716	-0.0367	0.3316	2
1.0940	-0.1884	0.3315	2
0.5505	0.7274	0.3310	2
0.1599	0.4461	0.3271	2
0.8167	-0.4369	0.3264	2
0.4594	-0.1325	0.3328	2
1.0614	0.1695	0.3293	2
0.2446	-1.1684	0.3266	2
1.0329	-0.1966	0.3314	2
0.3726	-1.1931	0.3271	2
0.1994	-0.8397	0.3320	2
-0.0707	-1.0379	0.3288	2
0.5344	-0.1157	0.3319	2
0.7636	-1.4952	0.3297	2
1.0949	-0.2720	0.3329	2
0.3161	0.6724	0.3328	2
0.6656	0.7789	0.3307	2
0.7955	-0.5171	0.3262	2
