200 2 4
-1.61464 -0.751892 2
0.308945 0.0604364 1
-0.292507 -0.991525 3
0.720429 1.06265 3
-0.166435 0.231074 3
0.101506 -0.541879 1
0.591163 -0.125331 1
1.04922 1.26449 4
0.673778 -1.15982 1
-1.08367 -0.674964 1
0.236565 1.2502 4
0.718697 -0.36486 1
0.294737 -0.713256 1
0.536971 -0.245257 4
-0.738103 1.57078 3
-0.569743 -1.03008 1
0.615202 0.647346 4
-1.68497 -1.2144 2
-0.0491502 -0.109545 3
0.290155 -0.783362 1
-0.47898 1.00865 3
0.0231636 0.623176 3
-0.361399 -1.43214 1
-1.26749 -0.256378 2
-0.625781 0.74517 3
-0.467733 0.854981 3
0.443922 0.670929 4
-0.0945014 0.780551 3
2.06048 0.941893 4
0.633716 -0.566964 1
1.06348 -0.0451388 4
-0.697877 1.54073 3
-1.31085 -0.546952 2
0.621511 -1.00762 1
-0.253737 -0.47001 3
-1.2417 -0.576244 2
0.173057 -0.107616 1
1.70907 1.8929 4
0.369281 0.191224 4
-1.65778 -1.73018 2
-1.33072 -1.31462 2
-0.768331 -1.43278 1
-1.03581 -0.783893 1
0.564068 1.04048 3
-0.457864 1.44405 3
1.83386 0.158167 4
1.39775 0.130302 4
-0.287397 -0.582064 3
-1.7565 -0.0489908 2
0.116676 -1.35052 1
2.10911 0.952949 4
1.19808 0.203993 4
-1.00494 -0.97412 1
1.73773 0.423583 4
0.311236 0.553034 1
1.71737 1.50657 4
0.261643 0.508223 1
1.31647 1.3046 3
-0.227658 -2.06152 3
-0.0207737 -1.34409 1
-0.294034 -1.0255 1
0.548041 0.257946 4
-0.278027 -0.330477 3
-0.455755 -0.563845 2
0.137494 0.253929 4
-0.333667 0.737735 4
0.564345 0.868621 1
-0.43424 -0.781862 3
-1.15693 -0.235428 2
0.703973 1.70093 3
0.182693 -0.248795 1
-1.18493 -2.01934 2
-0.493556 1.27368 3
-0.110791 -0.461081 2
0.243911 1.51901 3
0.850674 1.90309 4
-0.844572 -0.778796 1
0.164972 1.98859 3
1.37263 0.427991 4
0.408222 0.12445 1
0.0175395 0.0825716 1
0.502014 -0.308487 4
-0.771269 1.31455 3
1.06636 1.62133 4
0.402748 1.57229 3
-0.253299 0.769234 3
0.709054 0.0295938 1
-0.0159408 -0.770789 2
0.928053 -0.272105 1
0.562363 -0.212391 4
0.222448 -0.963484 1
1.74058 0.651235 4
0.135864 -1.00768 1
0.452894 0.0432313 1
-0.0337925 -1.01156 3
-0.313066 2.27382 3
0.0695653 -1.25529 1
-0.569487 0.417192 2
-0.639905 -0.29433 3
-1.44691 -2.29081 2
0.487215 -1.16702 1
1.38245 1.70386 4
-0.96465 -1.5767 1
0.177036 -0.457345 1
1.08886 1.78816 3
1.0161 0.691869 4
0.613733 -1.42572 1
-0.509495 0.531005 3
2.08914 0.813908 4
-0.262615 -0.704748 3
-0.0572453 0.450333 3
-1.41625 -0.230932 2
0.809296 0.722802 4
2.25325 0.815988 4
-1.05384 -2.09722 2
2.08094 2.0497 4
-0.63193 0.627418 3
-1.10914 -0.555653 2
0.691392 1.273 3
-0.981093 0.136006 2
0.730377 -0.169133 4
-0.977154 -0.657288 1
0.350037 -0.34257 1
-1.57813 -0.70583 2
0.623731 0.109045 4
-0.527302 1.13711 3
1.58923 0.796025 4
-1.55029 -0.50707 2
-0.42759 1.04637 3
-1.51656 -0.11335 2
-2.14105 -1.45406 2
-0.14065 -0.176015 2
-1.29994 -0.795604 1
1.89345 1.20261 4
-0.437398 -1.47515 1
-0.561134 -0.152435 3
1.38848 0.944706 3
0.466843 -0.440324 1
-0.177145 1.54753 3
-0.525317 -0.505616 3
2.18288 2.42211 4
-0.12098 -0.163385 2
0.878695 -0.0849575 4
-0.768891 -0.181635 2
0.570675 0.483418 3
-0.545957 -0.0850613 3
-0.616495 -0.525802 3
-0.784347 -1.38281 1
-0.897229 -0.106465 2
0.872098 0.375194 4
0.738861 -1.07823 1
0.144748 2.0164 3
1.06779 2.27399 4
-1.39241 -0.0833971 2
1.8099 -0.0763715 4
0.298942 0.745582 4
-1.62572 -0.380485 2
1.54366 1.53572 4
0.957612 0.376564 4
0.616781 0.970105 4
0.216035 -0.281106 1
-1.3477 -1.57938 2
0.0277983 -0.927693 1
0.693995 -0.961084 1
-0.513468 1.32959 3
1.52745 0.31476 4
-1.43558 -0.0950586 2
-0.569305 -0.164718 2
0.0618105 1.35816 3
-0.966177 -1.48174 2
-1.61712 -1.34364 2
0.0167764 -1.84359 1
-1.14358 0.0542479 2
-0.364291 -0.283819 3
1.12884 0.588444 4
0.00101081 1.31412 3
0.747881 1.03049 3
0.481766 -0.832231 4
0.255271 -1.46269 1
-0.552618 -0.329493 2
0.298939 0.686925 4
-0.711616 -0.240862 2
2.13346 1.07478 4
-0.301587 -1.21575 1
0.663167 -0.655044 1
1.60807 0.746168 4
-1.60407 -1.13807 2
2.00954 0.51694 4
-1.68014 -0.387565 2
-1.35605 -1.15069 2
-2.27491 -1.70371 2
-1.64321 -1.87458 2
-1.26363 -0.295669 2
-0.572837 0.0533324 2
-1.8128 -1.33211 2
-1.51748 -2.38735 2
-1.43656 -0.180967 2
-1.16627 -0.590103 2
-1.27045 -2.37872 2
-1.06883 -0.280228 2
